"id","author","authorLink","authorThumb","text","likes","time","timestamp","edited","hasReplies","repliesToken","numReplies","reply.id","reply.author","reply.authorLink","reply.authorThumb","reply.text","reply.likes","reply.time","reply.timestamp","reply.edited"
"UgxAnQDzy5B9_kRVftF4AaABAg","Александр Суворов","/channel/UCzev4TWGMFqwIs9Uh4rHPiw","https://yt3.ggpht.com/a/AGF-l7_bTbnVKezoW_SWQ8LRS7Iym8lAhvzLjs_kMA=s48-c-k-c0xffffffff-no-rj-mo","Мы должны вернутся туда на правах хозяев, и собираться только в Москве, и сказать: мы ждать никого не будем, мы нанесём превентивный удар!",1,"1 month ago",1571853379913,false,false,,,,,,,,,,,
"UgyZbqZzyLOwBXTgDpx4AaABAg","Алексей шабалин","/channel/UCQWBfHEYfDrejJxpNUdxmsA","https://yt3.ggpht.com/a/AGF-l78Q0iWVWMXLLkajE4Tkzb7Qx-8BCA-8Yh2jSQ=s48-c-k-c0xffffffff-no-rj-mo","картина есть средневековая...Анна де рюс...портрет..хи)))",0,"1 month ago",1571853379917,false,false,,,,,,,,,,,
"UgwfaQlWvp85IXnZqSV4AaABAg","Алексей шабалин","/channel/UCQWBfHEYfDrejJxpNUdxmsA","https://yt3.ggpht.com/a/AGF-l78Q0iWVWMXLLkajE4Tkzb7Qx-8BCA-8Yh2jSQ=s48-c-k-c0xffffffff-no-rj-mo","Видимо монголы а тем более фино-угры не люди....бред)))",0,"1 month ago",1571853379920,false,false,,,,,,,,,,,
"UgzXDe61sBjJMCfDJv54AaABAg","Алексей шабалин","/channel/UCQWBfHEYfDrejJxpNUdxmsA","https://yt3.ggpht.com/a/AGF-l78Q0iWVWMXLLkajE4Tkzb7Qx-8BCA-8Yh2jSQ=s48-c-k-c0xffffffff-no-rj-mo","вполне возможно что запорожские казаки и участвовали...в качестве наёмников в 30 летней войне.....как и многие другие..хи кто там только не участвовал))))",0,"1 month ago",1571853379922,true,false,,,,,,,,,,,
"UgzBB2MsgDJ8M_wgdmN4AaABAg","один моль","/channel/UCTybu9D0g9vBSAIpG0Dw_wA","https://yt3.ggpht.com/a/AGF-l78EfP8XvlvbalzJPNdvIcmhYZstV0oBkB8PNA=s48-c-k-c0xffffffff-no-rj-mo","лови диз",0,"2 months ago",1569261379926,false,false,,,,,,,,,,,
"Ugx8-pgXCMAVemWmpz54AaABAg","Houston Dmc","/channel/UCdTMZ31mUE1cENB2_jIfiCA","https://yt3.ggpht.com/a/AGF-l7_O3bwX5EwMXzIFayHpWabe11jelVHkoHmb0g=s48-c-k-c0xffffffff-no-rj-mo","""Соловей, петушок, пташечка, гомогеечка песенки поёт!"" ДИЗЛАЙК, СТРАЙК!",0,"2 months ago",1569261379929,false,false,,,,,,,,,,,
"Ugw98Z5YOQ7b44XD_pt4AaABAg","Денис Иванов","/channel/UCI2svZWLNcpdYYG-3PbhBvg","https://yt3.ggpht.com/a/AGF-l7-JDyg6I7o1ArUYuE8gnkVm6sYYklApnDANZA=s48-c-k-c0xffffffff-no-rj-mo","51:18 как бы я не понималл, что соловьев порохобот, однако, тут он сказалл в точку ))) остальное хня, как и яков кедми проплаченый тож )",0,"2 months ago",1569261379931,false,false,,,,,,,,,,,
"UgwoFwHzx6UNbtu_ACt4AaABAg","Сергей Ибрагимов","/channel/UCPz1sumDOmloQEK1xcG2dtw","https://yt3.ggpht.com/a/AGF-l7-YIyBtyWvtdDG5efAz21IChWyblU3UQzFAqg=s48-c-k-c0xffffffff-no-rj-mo","А что взять с клоуна , кроме анализов !",0,"2 months ago",1569261379933,false,false,,,,,,,,,,,
"Ugx0kjqsqvN0elLMhul4AaABAg","Павел Носов","/channel/UCen9eYzpm9xEo4ebwjlb8vA","https://yt3.ggpht.com/a/AGF-l7_SGdkxLTu9T8Mfz_Qg4Cn5K5VHGfJDhujJSg=s48-c-k-c0xffffffff-no-rj-mo","Соловьиный помёт идет на.уй",0,"2 months ago",1569261379935,false,false,,,,,,,,,,,
"UgzFdzkiCvK37mz9pu54AaABAg","Sergey Kravtsov","/channel/UCHhlyMjER_a2tQlnfKQBNGw","https://yt3.ggpht.com/a/AGF-l785w3Wux675v75XtiG0Vn_AT0UJ8jYe18aHJQ=s48-c-k-c0xffffffff-no-rj-mo","Вот оно как бывает Михалыч.... Когда у соловья понос..... Это не просто страшно.... Техасская резня бензопилой 8 скрестили с нападением Помидоров  убийц 3... РЕАЛЬНЫЙ КОШМАР....",0,"2 months ago",1569261379937,false,false,,,,,,,,,,,
"UgxzOQ_jieVqRVrtulZ4AaABAg","Шило Евгений","/channel/UCZi_Z_pELuWy4Kb3dLubrRw","https://yt3.ggpht.com/a/AGF-l79Ri12thVLIvuSwvuyX1oQuFYWFYnnyQbABzg=s48-c-k-c0xffffffff-no-rj-mo","Жирик ты на Ставрополье не Бузи, тут и я живу, человек который не допустил гея до выборов в президенты, хотя человек был по представлениям сторонников ангелом и без малого под статью я не попал, ведь подобное сложно доказать без документальных доказательств",0,"2 months ago",1569261379938,false,false,,,,,,,,,,,
"Ugw83HGDL9dbr6-EXoF4AaABAg","Zoya Ebel","/channel/UC3ifv2IC0coBlO6ypqaPxeA","https://yt3.ggpht.com/a/AGF-l7-xciLXjFfFFtYRjpFP34WC1p1I5JgcZnITqA=s48-c-k-c0xffffffff-no-rj-mo","Уважаем Игоря Коротченко. МОЛОДЕЦ, что выступает жёстко, мощно.   БРАВО !!!",0,"2 months ago",1569261379941,false,false,,,,,,,,,,,
"Ugz3kvt958Cl-YWgwWJ4AaABAg","Vladimir Vlabimirovij","/channel/UC90Zvs7XoBhzOWQo1LKQHQg","https://yt3.ggpht.com/a/AGF-l79fx09-_1t33MfqtHZBph-U4oTrPvwy-UBMbw=s48-c-k-c0xffffffff-no-rj-mo","У нас как всегда Соловьев крутится как уж на сковородке единственно кто говорит справедливо это Яков",0,"2 months ago",1569261379944,false,false,,,,,,,,,,,
"Ugys4f36xkg2bZ6hEtZ4AaABAg","Vladimir Vlabimirovij","/channel/UC90Zvs7XoBhzOWQo1LKQHQg","https://yt3.ggpht.com/a/AGF-l79fx09-_1t33MfqtHZBph-U4oTrPvwy-UBMbw=s48-c-k-c0xffffffff-no-rj-mo","Зачем эти разговоры об Украине,когда вы будете говорить о России у нас у самих проблем хватает прежде всего решать свои проблемы надо,а потом уже все прочее.",0,"2 months ago",1569261379948,false,false,,,,,,,,,,,
"UgzPIVNmBfgOsoesHWd4AaABAg","Yury Yury","/channel/UCooKJF7nMgs24CYQFdH_L0w","https://yt3.ggpht.com/a/AGF-l78LUOWFJSci5RYRsvh7-UOEakiKmJy1nUClyw=s48-c-k-c0xffffffff-no-rj-mo","Так что там с видом на жительство,Соловьев! зачем он вашей семье? Уже бежите из России?)))",0,"2 months ago",1569261379950,false,false,,,,,,,,,,,
"UgyHzbRQcPjts6VJb014AaABAg","Николай Захарин","/channel/UCzJGcB2gljLYTjBOgtFjJDw","https://yt3.ggpht.com/a/AGF-l7807DFwMuKg-tkA0akByiVc1AbwJZ0LW5wMRw=s48-c-k-c0xffffffff-no-rj-mo","сша-это страна убийц воров и мошенников!эту страну необходимо уничтожать !потому что иначе страдать будет весь мир!и страдает кстати из-за сша!вот когда не будет сша и англии кстати!этих поганых ворюг и убийц англо-саксов мир задышит свободно!",0,"2 months ago",1569261379951,false,false,,,,,,,,,,,
"UgzpHteiWXjpPoJx9494AaABAg","Serikpay Mi","/channel/UCtX6MbBKbb6uxPH2H_Pv84A","https://yt3.ggpht.com/a/AGF-l7_r65O5b2zi4bMoF-6rDYgPGwANGy7rg5a5pw=s48-c-k-c0xffffffff-no-rj-mo","Очередной жидкий птичий помет",0,"2 months ago",1569261379952,false,false,,,,,,,,,,,
"UgxZh97EHu77vjElLqR4AaABAg","John Aventura","/channel/UC9K0ZBhjpkqVFnnnxfuAIrg","https://yt3.ggpht.com/a/AGF-l78axgShxmdLSVMDYQUeYAEeIdKRm33PGXXGag=s48-c-k-c0xffffffff-no-rj-mo","Какая русским разница что у украинцев за гимн!? Вмэрла вмэрло?! Русские то причём? И зачем об этом поднимать вопрос?",0,"2 months ago",1569261379954,false,false,,,,,,,,,,,
"Ugw4oDYjo2UoS9kEflB4AaABAg","Коля Tula71","/channel/UCI7VSjUgdyKgfxYhT2EUPAQ","https://yt3.ggpht.com/a/AGF-l7803smlBoD3lH-gImQf7vWxdfhNpemHJoT0QA=s48-c-k-c0xffffffff-no-rj-mo","Ковту́н - редкостная скотина, тупая и визжащая!)))",0,"2 months ago",1569261379956,false,false,,,,,,,,,,,
"Ugyaty-rFA0cFhScGRt4AaABAg","виталий трохимчук","/channel/UCzcx3X24-yginKhOw9DWULA","https://yt3.ggpht.com/a/AGF-l7-1d8MBIhuVEiHqcqM4No9n6ShNK5AGJlGT4g=s48-c-k-c0xffffffff-no-rj-mo","https://z1.fm/mp3/search?keywords=%D1%83%D0%BD%D0%B4%D0%B5%D1%80%D0%B2%D1%83%D0%B4&page=3",0,"2 months ago",1569261379957,false,false,,,,,,,,,,,
"UgzMiFdsQqJoupVR-tF4AaABAg","Александр Шефер","/channel/UCL6wh7vr_FeQudBZqYdjkfw","https://yt3.ggpht.com/a/AGF-l78oM29CN1cxChr7A4ifYlRUSC_TmrjyV7wMpw=s48-c-k-c0xffffffff-no-rj-mo","Про воров в правительстве лучше расскажите.Пол года не смотрел передачу,включил, и опять Украина.Хорош отвлекать народ от российских проблем и нищеты.",0,"2 months ago",1569261381122,false,false,,,,,,,,,,,
"Ugxg8pG96xsuLKW89ZJ4AaABAg","sasha shvedov","/channel/UCfmu3FjY78Cq_8deHtlGHHw","https://yt3.ggpht.com/a/AGF-l79ZG6MOnML-RXrIXDi917gMKML4hdfJZ-eL=s48-c-k-c0xffffffff-no-rj-mo","сколько можно     говорить польза есть какая нибудь стоят 7 клоунов и вот  ругают друг друга .Все плохие ,одни Вы хорошие.Оставте зтих поляков с украинцами в покое ,ну не хотят они с вами дружить,и не надо.Не надоело Вам одно и тоже болтать каждый раз.Лучше поговорите о внутреннем положении в России.Всвоём глазу бревно надо искать.",0,"2 months ago",1569261381124,false,false,,,,,,,,,,,
